,valid_loss,valid_signloss,valid_acc,valid_signacc,valid_time,attack_rep
0,0.8796927898744994,0.0,0.8980419303797469,1.0,23.707603454589844,0
1,6.222440816179106,11.657848358154297,0.15318433544303797,0.6358507076899205,16.839634895324707,0
2,4.032562551619131,8.635411262512207,0.09404667721518987,0.75,9.395009994506836,1
3,7.904618927195102,11.10710334777832,0.11224287974683544,0.6519097487131749,9.531949281692505,2
4,10.656276352797882,17.615936279296875,0.09691455696202532,0.5264757076899208,9.836682081222534,3
5,11.10536077958119,12.380132675170898,0.1517009493670886,0.6640625,9.324104070663452,4
6,10.570917672748807,12.8484468460083,0.10284810126582279,0.6263020833333338,9.198767900466919,5
7,2.985013976881776,9.49363899230957,0.1160007911392405,0.669270833333334,9.396814823150635,6
8,3.988778017744233,13.55024528503418,0.09098101265822785,0.6002604166666662,9.327277183532715,7
9,3.2005724544766583,14.095399856567383,0.09770569620253164,0.597222248713175,9.255008459091187,8
10,3.806930496722837,8.84126091003418,0.1270767405063291,0.7048611640930176,9.84508228302002,9
